序号,本地ID,中文名称,上游类型,运行分类,可装备,占装备槽,基础装备ID,合成组件ID,图标相对路径,声明SHA256,本地SHA256,交接三方一致,重复簇大小,重复IDs,重复Names,字节,宽,高,图像来源URL,来源页面URL,来源总表修订,远程HTTP,远程SHA256,远程=本地,尺寸一致,单页来源状态,页面标题,视觉联系表,视觉格位,视觉复核,图标身份结论,来源层级,冲突/边界,核对结果
76,currency_wars_equipment_078,虫洞掘进钻头,进阶装备,advanced,是,是,,currency_wars_equipment_040；currency_wars_equipment_040,assets/currency_wars_equipment_icons/currency_wars_equipment_078.png,5468037f10a03db79db0ff7fd5c64de648cc4a5e9459279826d25a2e9d083302,5468037f10a03db79db0ff7fd5c64de648cc4a5e9459279826d25a2e9d083302,true,2,078；117,虫洞掘进钻头；虫洞掘进钻头•特权,32726,128,128,https://patchwiki.biligame.com/images/sr/5/5d/7alriyktsxdl43fuoc5z3hkqog26m5l.png,https://wiki.biligame.com/sr/%E8%99%AB%E6%B4%9E%E6%8E%98%E8%BF%9B%E9%92%BB%E5%A4%B4,99085,200,5468037f10a03db79db0ff7fd5c64de648cc4a5e9459279826d25a2e9d083302,true,true,HTTP 200 反爬占位页,,equipment-contact-04.png,第4行第1列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
77,currency_wars_equipment_079,行星钻地弹,进阶装备,advanced,是,是,,currency_wars_equipment_041；currency_wars_equipment_040,assets/currency_wars_equipment_icons/currency_wars_equipment_079.png,057093a212c7dc7196a410cd1fae91fec7bd4e34113ea1ffe0fd38573350dc11,057093a212c7dc7196a410cd1fae91fec7bd4e34113ea1ffe0fd38573350dc11,true,2,079；118,行星钻地弹；行星钻地弹•特权,26340,128,128,https://patchwiki.biligame.com/images/sr/2/24/4hbqrn3pq600ijf5mkqpqzdeude4h5i.png,https://wiki.biligame.com/sr/%E8%A1%8C%E6%98%9F%E9%92%BB%E5%9C%B0%E5%BC%B9,99085,200,057093a212c7dc7196a410cd1fae91fec7bd4e34113ea1ffe0fd38573350dc11,true,true,HTTP 567（限流/反爬）,,equipment-contact-04.png,第4行第2列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
78,currency_wars_equipment_080,追逐星辰,进阶装备,advanced,是,是,,currency_wars_equipment_043；currency_wars_equipment_046,assets/currency_wars_equipment_icons/currency_wars_equipment_080.png,ef05ef9c99143308d34121776f49b584f899a13afff12bc3d8ae58c6acac8898,ef05ef9c99143308d34121776f49b584f899a13afff12bc3d8ae58c6acac8898,true,2,080；119,追逐星辰；追逐星辰•特权,33526,128,128,https://patchwiki.biligame.com/images/sr/9/99/b0d8lme3910kdmbez1qs905zlxudaz6.png,https://wiki.biligame.com/sr/%E8%BF%BD%E9%80%90%E6%98%9F%E8%BE%B0,99085,200,ef05ef9c99143308d34121776f49b584f899a13afff12bc3d8ae58c6acac8898,true,true,HTTP 200 反爬占位页,,equipment-contact-04.png,第4行第3列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
79,currency_wars_equipment_081,闪光手榴弹,进阶装备,advanced,是,是,,currency_wars_equipment_040；currency_wars_equipment_047,assets/currency_wars_equipment_icons/currency_wars_equipment_081.png,014ef547bca716049301e771bb5f9ff025777d31210818901237269f6872a98b,014ef547bca716049301e771bb5f9ff025777d31210818901237269f6872a98b,true,2,081；120,闪光手榴弹；闪光手榴弹•特权,31824,128,128,https://patchwiki.biligame.com/images/sr/8/85/kubtrv6ger3f7d36hfttomyu0smwfvk.png,https://wiki.biligame.com/sr/%E9%97%AA%E5%85%89%E6%89%8B%E6%A6%B4%E5%BC%B9,99085,200,014ef547bca716049301e771bb5f9ff025777d31210818901237269f6872a98b,true,true,HTTP 200 反爬占位页,,equipment-contact-04.png,第4行第4列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
80,currency_wars_equipment_082,随便骰子,进阶装备,advanced,是,是,,currency_wars_equipment_043；currency_wars_equipment_043,assets/currency_wars_equipment_icons/currency_wars_equipment_082.png,41503631a9126cb5eff4a7386e577541e7a29c980222264e131febf96517b31b,41503631a9126cb5eff4a7386e577541e7a29c980222264e131febf96517b31b,true,2,082；121,随便骰子；随便骰子•特权,24563,128,128,https://patchwiki.biligame.com/images/sr/f/fe/2r86qfn8jis73yz7ymp1keg0ljkppe8.png,https://wiki.biligame.com/sr/%E9%9A%8F%E4%BE%BF%E9%AA%B0%E5%AD%90,99085,200,41503631a9126cb5eff4a7386e577541e7a29c980222264e131febf96517b31b,true,true,HTTP 200 反爬占位页,,equipment-contact-04.png,第4行第5列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
81,currency_wars_equipment_083,高周波电锯,进阶装备,advanced,是,是,,currency_wars_equipment_043；currency_wars_equipment_044,assets/currency_wars_equipment_icons/currency_wars_equipment_083.png,68bb0c44f85d14e6d41ada9323292b90c02acd6ff956315e456b912f73c8bf4e,68bb0c44f85d14e6d41ada9323292b90c02acd6ff956315e456b912f73c8bf4e,true,2,083；122,高周波电锯；高周波电锯•特权,30328,128,128,https://patchwiki.biligame.com/images/sr/d/d1/295dp1qdznous57998ddav5rpftk3q2.png,https://wiki.biligame.com/sr/%E9%AB%98%E5%91%A8%E6%B3%A2%E7%94%B5%E9%94%AF,99085,200,68bb0c44f85d14e6d41ada9323292b90c02acd6ff956315e456b912f73c8bf4e,true,true,HTTP 200 反爬占位页,,equipment-contact-05.png,第1行第1列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
82,currency_wars_equipment_084,红钻,钻石,gem_material,是,是,,,assets/currency_wars_equipment_icons/currency_wars_equipment_084.png,89a8842bef4cd82a65c23ccc24c11539b90bd4c9f3245e3d46d5238e1c1f7999,89a8842bef4cd82a65c23ccc24c11539b90bd4c9f3245e3d46d5238e1c1f7999,true,1,084,红钻,25537,128,128,https://patchwiki.biligame.com/images/sr/4/42/2u1q96qnbehmsfl5aothiodopwi83gn.png,https://wiki.biligame.com/sr/%E7%BA%A2%E9%92%BB,99085,200,89a8842bef4cd82a65c23ccc24c11539b90bd4c9f3245e3d46d5238e1c1f7999,true,true,HTTP 200 反爬占位页,,equipment-contact-05.png,第1行第2列,逐项可见；未见空白、破损、异常裁切或相邻错位,本地哈希唯一；未发现图标与名称错位,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,单条详情页本轮受限流/反爬影响，未获得独立页面实证,图标/名称/来源无已发现冲突
83,currency_wars_equipment_085,蓝钻,钻石,gem_material,是,是,,,assets/currency_wars_equipment_icons/currency_wars_equipment_085.png,7d996184f8090bd7a0bb79699810f2a9e1cdebd52fde7ed2cf34ec7e8e6d143c,7d996184f8090bd7a0bb79699810f2a9e1cdebd52fde7ed2cf34ec7e8e6d143c,true,1,085,蓝钻,23266,128,128,https://patchwiki.biligame.com/images/sr/b/b5/jy9fk5wb7wlcv16m191bwp2fjzkd8d5.png,https://wiki.biligame.com/sr/%E8%93%9D%E9%92%BB,99085,200,7d996184f8090bd7a0bb79699810f2a9e1cdebd52fde7ed2cf34ec7e8e6d143c,true,true,HTTP 200 反爬占位页,,equipment-contact-05.png,第1行第3列,逐项可见；未见空白、破损、异常裁切或相邻错位,本地哈希唯一；未发现图标与名称错位,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,单条详情页本轮受限流/反爬影响，未获得独立页面实证,图标/名称/来源无已发现冲突
84,currency_wars_equipment_086,财富宝钻,宝钻,wealth_gem,是,是,,currency_wars_equipment_084；currency_wars_equipment_084,assets/currency_wars_equipment_icons/currency_wars_equipment_086.png,1e13d90dc6590245df3aa2df61285035f1a37d311dba5770e7588e4d5e9543cb,1e13d90dc6590245df3aa2df61285035f1a37d311dba5770e7588e4d5e9543cb,true,1,086,财富宝钻,25733,128,128,https://patchwiki.biligame.com/images/sr/6/6b/61t8p4n2dqp3hckscoinmra0mypyfsl.png,https://wiki.biligame.com/sr/%E8%B4%A2%E5%AF%8C%E5%AE%9D%E9%92%BB,99085,200,1e13d90dc6590245df3aa2df61285035f1a37d311dba5770e7588e4d5e9543cb,true,true,HTTP 200 反爬占位页,,equipment-contact-05.png,第1行第4列,逐项可见；未见空白、破损、异常裁切或相邻错位,本地哈希唯一；未发现图标与名称错位,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,单条详情页本轮受限流/反爬影响，未获得独立页面实证,图标/名称/来源无已发现冲突
85,currency_wars_equipment_087,以牙还牙甲•特权,特权装备,privileged,是,是,currency_wars_equipment_048,,assets/currency_wars_equipment_icons/currency_wars_equipment_087.png,0111479a0ccb4585ccb931acbaab0e9771877936a5ce7ae10850242a446e0cb9,0111479a0ccb4585ccb931acbaab0e9771877936a5ce7ae10850242a446e0cb9,true,2,048；087,以牙还牙甲；以牙还牙甲•特权,35177,128,128,https://patchwiki.biligame.com/images/sr/b/b9/eo02d2gr85j4lqukmjstaz91b6ip3wu.png,https://wiki.biligame.com/sr/%E4%BB%A5%E7%89%99%E8%BF%98%E7%89%99%E7%94%B2%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,0111479a0ccb4585ccb931acbaab0e9771877936a5ce7ae10850242a446e0cb9,true,true,HTTP 200 反爬占位页,,equipment-contact-05.png,第1行第5列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
86,currency_wars_equipment_088,信心注入器•特权,特权装备,privileged,是,是,currency_wars_equipment_049,,assets/currency_wars_equipment_icons/currency_wars_equipment_088.png,56bea7098d3578a24612068268e277f53e143b1aa23ac0d32df8afadca76c09e,56bea7098d3578a24612068268e277f53e143b1aa23ac0d32df8afadca76c09e,true,2,049；088,信心注入器；信心注入器•特权,31189,128,128,https://patchwiki.biligame.com/images/sr/1/19/4hqov03g1ee61d5brm35ncbu1ln8tje.png,https://wiki.biligame.com/sr/%E4%BF%A1%E5%BF%83%E6%B3%A8%E5%85%A5%E5%99%A8%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,56bea7098d3578a24612068268e277f53e143b1aa23ac0d32df8afadca76c09e,true,true,HTTP 200 反爬占位页,,equipment-contact-05.png,第2行第1列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
87,currency_wars_equipment_089,光能盾牌•特权,特权装备,privileged,是,是,currency_wars_equipment_050,,assets/currency_wars_equipment_icons/currency_wars_equipment_089.png,4c7f19fa94a7b2845a067e086a52874e66cd3f35ffb3533a14b142dd475fb782,4c7f19fa94a7b2845a067e086a52874e66cd3f35ffb3533a14b142dd475fb782,true,2,050；089,光能盾牌；光能盾牌•特权,23578,128,128,https://patchwiki.biligame.com/images/sr/3/3b/mehybcs3df2tt1o2lv56ktaea1caa3q.png,https://wiki.biligame.com/sr/%E5%85%89%E8%83%BD%E7%9B%BE%E7%89%8C%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,4c7f19fa94a7b2845a067e086a52874e66cd3f35ffb3533a14b142dd475fb782,true,true,HTTP 200 反爬占位页,,equipment-contact-05.png,第2行第2列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
88,currency_wars_equipment_090,光速螺旋桨•特权,特权装备,privileged,是,是,currency_wars_equipment_051,,assets/currency_wars_equipment_icons/currency_wars_equipment_090.png,e6a8adcd7331b1036186a76b3190cd5746b58d89e84e5a6aa07a25860b760eb2,e6a8adcd7331b1036186a76b3190cd5746b58d89e84e5a6aa07a25860b760eb2,true,4,051；090；143；146,光速螺旋桨；光速螺旋桨•特权；极•白昼•光速螺旋桨；白昼•光速螺旋桨,31526,128,128,https://patchwiki.biligame.com/images/sr/9/99/tuj9v192vmobh7xslh16kbia0uurl7q.png,https://wiki.biligame.com/sr/%E5%85%89%E9%80%9F%E8%9E%BA%E6%97%8B%E6%A1%A8%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,e6a8adcd7331b1036186a76b3190cd5746b58d89e84e5a6aa07a25860b760eb2,true,true,HTTP 200 反爬占位页,,equipment-contact-05.png,第2行第3列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
89,currency_wars_equipment_091,冷笑话引擎•特权,特权装备,privileged,是,是,currency_wars_equipment_052,,assets/currency_wars_equipment_icons/currency_wars_equipment_091.png,8558d839f989cfece0189ce7007c88f6deb48c685f9cfb48fa717f2e85273cc9,8558d839f989cfece0189ce7007c88f6deb48c685f9cfb48fa717f2e85273cc9,true,2,052；091,冷笑话引擎；冷笑话引擎•特权,32541,128,128,https://patchwiki.biligame.com/images/sr/0/00/7slh4vr9sj62l96ejejxu2emvixd77o.png,https://wiki.biligame.com/sr/%E5%86%B7%E7%AC%91%E8%AF%9D%E5%BC%95%E6%93%8E%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,8558d839f989cfece0189ce7007c88f6deb48c685f9cfb48fa717f2e85273cc9,true,true,HTTP 200 反爬占位页,,equipment-contact-05.png,第2行第4列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
90,currency_wars_equipment_092,动能激发剑•特权,特权装备,privileged,是,是,currency_wars_equipment_053,,assets/currency_wars_equipment_icons/currency_wars_equipment_092.png,359b80002377cf9ecec3020db298d7dd3210dd5a6041da94304099da2f042d58,359b80002377cf9ecec3020db298d7dd3210dd5a6041da94304099da2f042d58,true,2,053；092,动能激发剑；动能激发剑•特权,29689,128,128,https://patchwiki.biligame.com/images/sr/5/53/pfnwa5i7hlxk6ziktp34zphh6s7h757.png,https://wiki.biligame.com/sr/%E5%8A%A8%E8%83%BD%E6%BF%80%E5%8F%91%E5%89%91%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,359b80002377cf9ecec3020db298d7dd3210dd5a6041da94304099da2f042d58,true,true,HTTP 200 反爬占位页,,equipment-contact-05.png,第2行第5列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
91,currency_wars_equipment_093,反卫星狙击枪•特权,特权装备,privileged,是,是,currency_wars_equipment_054,,assets/currency_wars_equipment_icons/currency_wars_equipment_093.png,d56460779d29bc6f8e2169276f523f28c6e341ce95aa0905c903bd5e8cf415f5,d56460779d29bc6f8e2169276f523f28c6e341ce95aa0905c903bd5e8cf415f5,true,2,054；093,反卫星狙击枪；反卫星狙击枪•特权,32182,128,128,https://patchwiki.biligame.com/images/sr/0/0f/ih4obknjsrxnsotbtbgko1mtl6jtg6v.png,https://wiki.biligame.com/sr/%E5%8F%8D%E5%8D%AB%E6%98%9F%E7%8B%99%E5%87%BB%E6%9E%AA%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,d56460779d29bc6f8e2169276f523f28c6e341ce95aa0905c903bd5e8cf415f5,true,true,HTTP 200 反爬占位页,,equipment-contact-05.png,第3行第1列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
92,currency_wars_equipment_094,反重力皮靴•特权,特权装备,privileged,是,是,currency_wars_equipment_055,,assets/currency_wars_equipment_icons/currency_wars_equipment_094.png,4ed72ae50d0fe4badc8ed4aa14681ede39657bbc080e4bc89bc2d18d90f145a3,4ed72ae50d0fe4badc8ed4aa14681ede39657bbc080e4bc89bc2d18d90f145a3,true,2,055；094,反重力皮靴；反重力皮靴•特权,27496,128,128,https://patchwiki.biligame.com/images/sr/9/9d/cvbi5e5z4thqgs311yf2j5ln6m5p89m.png,https://wiki.biligame.com/sr/%E5%8F%8D%E9%87%8D%E5%8A%9B%E7%9A%AE%E9%9D%B4%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,4ed72ae50d0fe4badc8ed4aa14681ede39657bbc080e4bc89bc2d18d90f145a3,true,true,HTTP 200 反爬占位页,,equipment-contact-05.png,第3行第2列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
93,currency_wars_equipment_095,天基轨道炮•特权,特权装备,privileged,是,是,currency_wars_equipment_056,,assets/currency_wars_equipment_icons/currency_wars_equipment_095.png,99b3abc3f7a8173db5accad10cbc62cf4dce5ea3fec2ed23e2d5f8f57c3ec898,99b3abc3f7a8173db5accad10cbc62cf4dce5ea3fec2ed23e2d5f8f57c3ec898,true,2,056；095,天基轨道炮；天基轨道炮•特权,36000,128,128,https://patchwiki.biligame.com/images/sr/4/4a/qv6dvngy31xn8r2eorix1rfc0uu5k4z.png,https://wiki.biligame.com/sr/%E5%A4%A9%E5%9F%BA%E8%BD%A8%E9%81%93%E7%82%AE%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,99b3abc3f7a8173db5accad10cbc62cf4dce5ea3fec2ed23e2d5f8f57c3ec898,true,true,HTTP 200 反爬占位页,,equipment-contact-05.png,第3行第3列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
94,currency_wars_equipment_096,很硬的甲•特权,特权装备,privileged,是,是,currency_wars_equipment_057,,assets/currency_wars_equipment_icons/currency_wars_equipment_096.png,fe7118a0d80b31261cc4d653850bc491820b4c1be3ba1dedf59a73cdf8eb8618,fe7118a0d80b31261cc4d653850bc491820b4c1be3ba1dedf59a73cdf8eb8618,true,2,057；096,很硬的甲；很硬的甲•特权,29210,128,128,https://patchwiki.biligame.com/images/sr/f/fe/mefj3fu8vx0ri4eb0c103cor4it683j.png,https://wiki.biligame.com/sr/%E5%BE%88%E7%A1%AC%E7%9A%84%E7%94%B2%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,fe7118a0d80b31261cc4d653850bc491820b4c1be3ba1dedf59a73cdf8eb8618,true,true,HTTP 200 反爬占位页,,equipment-contact-05.png,第3行第4列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
95,currency_wars_equipment_097,战场进化手册•特权,特权装备,privileged,是,是,currency_wars_equipment_058,,assets/currency_wars_equipment_icons/currency_wars_equipment_097.png,ceb9c15bd35a9524343fec674b485fc4c2695d6bc659a7a2ec311d65e9c4e78e,ceb9c15bd35a9524343fec674b485fc4c2695d6bc659a7a2ec311d65e9c4e78e,true,2,058；097,战场进化手册；战场进化手册•特权,32644,128,128,https://patchwiki.biligame.com/images/sr/b/b0/0unwdntnbtfeibmr78936k53mwugz26.png,https://wiki.biligame.com/sr/%E6%88%98%E5%9C%BA%E8%BF%9B%E5%8C%96%E6%89%8B%E5%86%8C%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,ceb9c15bd35a9524343fec674b485fc4c2695d6bc659a7a2ec311d65e9c4e78e,true,true,HTTP 200 反爬占位页,,equipment-contact-05.png,第3行第5列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
96,currency_wars_equipment_098,掩体生成枪•特权,特权装备,privileged,是,是,currency_wars_equipment_059,,assets/currency_wars_equipment_icons/currency_wars_equipment_098.png,141d508a6fdef1b32355695aae4ce660ce2ab31ddd97f7a353192992fc7b6c83,141d508a6fdef1b32355695aae4ce660ce2ab31ddd97f7a353192992fc7b6c83,true,2,059；098,掩体生成枪；掩体生成枪•特权,31931,128,128,https://patchwiki.biligame.com/images/sr/3/3a/tt9chl4txl7z29941avj88i1yoedelf.png,https://wiki.biligame.com/sr/%E6%8E%A9%E4%BD%93%E7%94%9F%E6%88%90%E6%9E%AA%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,141d508a6fdef1b32355695aae4ce660ce2ab31ddd97f7a353192992fc7b6c83,true,true,HTTP 200 反爬占位页,,equipment-contact-05.png,第4行第1列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
97,currency_wars_equipment_099,斩首行动•特权,特权装备,privileged,是,是,currency_wars_equipment_060,,assets/currency_wars_equipment_icons/currency_wars_equipment_099.png,b0adf69dddd5d0a23fdd0fea212c0b83a830ed01a268fbdddcc3f9825bfbc7a5,b0adf69dddd5d0a23fdd0fea212c0b83a830ed01a268fbdddcc3f9825bfbc7a5,true,4,060；099；144；147,斩首行动；斩首行动•特权；极•白昼•斩首行动；白昼•斩首行动,31190,128,128,https://patchwiki.biligame.com/images/sr/d/dc/pz3qe0xci2okxgu51qyp9zur7ejpert.png,https://wiki.biligame.com/sr/%E6%96%A9%E9%A6%96%E8%A1%8C%E5%8A%A8%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,b0adf69dddd5d0a23fdd0fea212c0b83a830ed01a268fbdddcc3f9825bfbc7a5,true,true,HTTP 200 反爬占位页,,equipment-contact-05.png,第4行第2列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
98,currency_wars_equipment_100,杀红眼•特权,特权装备,privileged,是,是,currency_wars_equipment_061,,assets/currency_wars_equipment_icons/currency_wars_equipment_100.png,f521d20bc46c8e46893fa4ebed01e15fdc6732e627607eaaf062680cad852b7b,f521d20bc46c8e46893fa4ebed01e15fdc6732e627607eaaf062680cad852b7b,true,2,061；100,杀红眼；杀红眼•特权,29300,128,128,https://patchwiki.biligame.com/images/sr/0/06/c8u8zqx3igju3acfb4lw5inlon0t9rq.png,https://wiki.biligame.com/sr/%E6%9D%80%E7%BA%A2%E7%9C%BC%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,f521d20bc46c8e46893fa4ebed01e15fdc6732e627607eaaf062680cad852b7b,true,true,HTTP 200 反爬占位页,,equipment-contact-05.png,第4行第3列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
99,currency_wars_equipment_101,步步生花•特权,特权装备,privileged,是,是,currency_wars_equipment_062,,assets/currency_wars_equipment_icons/currency_wars_equipment_101.png,4c8eae7c74f190fa5c1fd125f6edcf48bf821f2363f91e4ab6774e0fbb20b8b7,4c8eae7c74f190fa5c1fd125f6edcf48bf821f2363f91e4ab6774e0fbb20b8b7,true,2,062；101,步步生花；步步生花•特权,31263,128,128,https://patchwiki.biligame.com/images/sr/3/39/tp9rcxq8umu91bel9q1dgy0h5any5f3.png,https://wiki.biligame.com/sr/%E6%AD%A5%E6%AD%A5%E7%94%9F%E8%8A%B1%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,4c8eae7c74f190fa5c1fd125f6edcf48bf821f2363f91e4ab6774e0fbb20b8b7,true,true,HTTP 200 反爬占位页,,equipment-contact-05.png,第4行第4列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
100,currency_wars_equipment_102,武器大师•特权,特权装备,privileged,是,是,currency_wars_equipment_063,,assets/currency_wars_equipment_icons/currency_wars_equipment_102.png,93348c2a315f9c98e8161bda98add1b8f30ca312fd1ca69d1b26d466f4dfcc06,93348c2a315f9c98e8161bda98add1b8f30ca312fd1ca69d1b26d466f4dfcc06,true,4,063；102；145；148,武器大师；武器大师•特权；极•白昼•武器大师；白昼•武器大师,34524,128,128,https://patchwiki.biligame.com/images/sr/6/61/hgt31ij3fy4x37nmhmuads1kd3ffaw1.png,https://wiki.biligame.com/sr/%E6%AD%A6%E5%99%A8%E5%A4%A7%E5%B8%88%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,93348c2a315f9c98e8161bda98add1b8f30ca312fd1ca69d1b26d466f4dfcc06,true,true,HTTP 200 反爬占位页,,equipment-contact-05.png,第4行第5列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
